,r1,r2,r3,r4,r5,r6,r7,r8,f1,f2,f3,f4,f5,f6,f7,f8,label
8307,-3.7194521,-2.230679,6.928989,-5.055824,-0.510286,4.262375,-0.0119099,-0.93664503,-0.7487928,-3.9122016,17.656094,-6.213701,1.4268403,2.109995,-4.4494743,-9.267366,2
8308,-3.5032766,-2.610265,8.621609,-5.4258833,-0.34981552,4.739746,0.51534957,-1.1807926,-0.4889561,-2.8683417,15.442203,-5.101244,1.0395432,1.691738,-2.8933501,-7.8154473,2
8309,-3.1617036,-1.9957881,8.743111,-5.0969605,-0.24989878,4.2612066,1.415487,-1.8167005,-1.5064464,-3.2818565,15.947824,-4.931764,1.494698,1.9054573,-3.1470628,-7.880537,2
8310,-3.821683,-2.9336026,7.8449173,-5.699142,-1.5517564,5.449789,-0.47277012,-2.4712486,-0.6285236,-3.081697,14.308587,-4.8857164,0.73877245,1.8548754,-2.01078,-7.715262,2
8311,-3.6468377,-2.9275591,7.381024,-4.812376,-2.0505126,6.1709857,-1.745302,-2.8535373,-1.3137276,-3.4444005,13.664198,-5.200509,1.0975926,3.8677225,-3.4611602,-7.292202,2
8312,-2.969873,-2.7638369,9.575221,-5.8465405,-1.3433145,5.104855,-0.6529238,-3.3012009,-1.0689319,-2.7977386,13.953048,-5.095566,1.0608959,2.8088412,-2.881788,-7.281863,2
8313,-3.5196147,-3.8499787,8.185082,-4.701306,-1.6503388,4.6299605,0.06638272,-3.6689253,-1.513411,-3.0824056,14.905458,-4.82215,1.5858163,1.4323679,-1.9733024,-7.2247386,2
8314,-2.7691128,-2.7334616,10.506597,-5.878009,-1.2181307,5.530185,-0.29590613,-3.819348,-1.3251944,-2.8372772,14.833141,-5.680222,1.6986983,1.4431634,-2.903415,-7.1972375,2
8315,-2.9495995,-2.7095475,9.351406,-5.3399143,-1.2866509,5.2939763,-0.2873598,-3.4540167,-0.7339436,-1.6344737,10.946755,-4.2462406,1.1504476,1.7871948,-1.5172592,-5.543446,2
8316,-3.420717,-3.465866,10.16313,-6.4563107,-1.6170822,5.886856,-1.1557599,-4.275629,-1.1449852,-2.1302931,11.260934,-4.368603,0.9508973,1.4502909,-1.0411189,-5.95407,2
8317,-2.7844157,-2.4929783,9.364736,-6.01315,-1.2590533,4.7057643,-0.5568269,-4.0324373,-0.9511661,-2.316891,9.04843,-3.6257708,0.4458143,3.1672149,-0.26342672,-5.4545126,2
8318,-3.5515335,-3.2494884,9.736751,-5.6760697,-1.3911031,4.8172593,-0.6406772,-3.4320245,-1.4206499,-2.26728,11.805979,-4.1504745,0.85941863,0.74700195,-0.004910946,-6.176388,2
8319,-3.7199445,-3.3131742,11.370711,-5.9108076,-0.27211276,4.2344217,-0.05863273,-3.427163,-1.3113368,-2.31611,11.249863,-3.8057523,0.5560713,1.4436822,0.33064955,-5.9414897,2
8320,-3.6977208,-2.5130413,10.907144,-5.8983517,-0.8324085,4.011939,0.7366151,-3.882577,-0.8575535,-1.7435265,9.251773,-3.102807,0.18037403,0.6467317,1.347579,-5.397848,2
8321,-3.7885203,-3.1719577,10.723007,-5.8427734,-0.47076854,3.7267246,-0.15277174,-3.4432864,-1.2282271,-2.340561,9.914756,-3.3477762,0.33284816,2.0950594,0.7446199,-5.557014,2
8322,-2.4859521,-1.3722323,11.049862,-6.2826333,-0.65264267,3.8155537,0.5783355,-4.426538,-1.0612754,-2.202711,10.535568,-3.74288,0.66661423,0.84442407,1.0237083,-5.451692,2
8323,-3.9139726,-2.340695,11.947797,-5.9710383,-0.05159614,3.287904,1.5186995,-3.4331908,-1.3302127,-2.0331554,10.743176,-3.5224197,0.6146575,1.4540993,0.19780236,-5.761824,2
8324,-3.2931058,-1.2248993,10.700248,-6.3744626,-0.82720745,4.0757833,0.04720845,-3.9478433,-1.5983316,-2.4761627,10.899186,-3.5133572,0.93562675,1.2710457,0.7243806,-5.7615657,2
8325,-4.137342,-1.8016495,12.580811,-6.1006308,-0.31382972,3.5612016,0.4844055,-4.1482124,-1.8655449,-2.40297,11.5810175,-3.4007285,0.6017222,1.1620771,0.28912288,-6.439854,2
8326,-3.8746307,-2.1752732,12.667647,-6.8648696,0.013326525,3.4521625,0.8803532,-3.5318584,-1.2986697,-2.3422253,11.039614,-3.7546897,0.8473373,1.1576202,0.4185261,-5.765514,2
8327,-3.3976204,-1.3732497,11.641109,-6.0386577,-0.38069677,3.233523,0.75470847,-4.0438066,-1.5631438,-2.2034304,11.624111,-3.4230287,0.49518722,0.6528837,0.9454503,-6.341623,2
8328,-3.7126725,-1.9335114,12.955432,-7.235865,-0.090864286,3.3941386,1.0004257,-4.262831,-1.2468944,-2.498841,12.90472,-4.0210676,0.38715506,1.1226,0.2195373,-6.4807825,2
8329,-3.1715815,-1.1543739,11.272673,-6.013943,-0.5853693,2.9266663,0.61850363,-4.0998073,-1.5794742,-2.443046,11.831507,-3.6522975,0.38905585,1.3951983,0.6111886,-6.3480954,2
8330,-3.1659286,-1.5226214,12.814385,-7.164136,0.41525123,2.3735642,1.1958672,-4.2337503,-2.2980132,-3.5932937,15.693153,-4.2966113,1.0545608,0.9743747,0.9670015,-7.5065117,2
8331,-3.2623937,-1.3610249,10.8768215,-5.9963274,-0.4620212,2.5904627,1.3396235,-3.97765,-0.9353034,-2.4644656,13.628757,-4.0895314,0.476105,0.79849005,1.2450265,-6.627595,2
8332,-2.464247,-1.2610188,12.488899,-6.3555965,0.4562596,2.6300244,1.8293954,-4.1001234,-1.7524083,-3.311505,14.055544,-4.2247496,1.2391688,1.3482437,-0.11782946,-6.8083234,2
8333,-2.9179556,-1.5127988,12.308381,-6.979729,-0.090588085,3.0170422,0.35788146,-5.017572,-0.9348193,-2.6757967,14.184806,-3.885325,0.78443056,0.71702176,0.2282501,-6.6082606,2
8334,-3.026383,-1.2897466,11.491742,-6.022013,0.2441536,2.6139758,1.2050458,-3.9187715,-1.6818084,-3.553797,15.653549,-4.9280596,1.0483179,1.3818419,-0.6383157,-7.3785677,2
8335,-3.13216,-0.88522613,11.307205,-6.182104,-0.22095326,3.0414639,0.14394112,-4.997352,-2.0204904,-3.6034765,15.562377,-4.1844044,1.239812,0.90658647,0.042036578,-7.496711,2
8336,-3.1103973,-1.1992329,11.921264,-6.465625,0.17585108,3.1944268,0.5463463,-3.7850986,-1.969486,-3.497051,15.094353,-4.3605895,1.0422965,0.6005329,0.3765105,-7.4099603,2
8337,-2.7334611,-1.2336415,11.845498,-5.992469,0.2599974,2.8177574,1.6424228,-4.114566,-1.7902727,-3.3450007,13.503992,-4.02632,1.0387079,0.5119482,0.74876964,-6.722636,2
8338,-2.535671,-1.3476931,10.62925,-5.434195,-0.09282429,2.7307744,0.7214326,-3.6750908,-1.6463721,-3.629231,16.578491,-4.778526,1.0502428,0.50888616,-0.3331806,-8.355463,2
8339,-2.3671148,-1.0560712,10.960349,-5.808778,0.07492306,2.4421813,1.2383668,-3.9798222,-1.7619098,-3.3373137,14.348033,-4.2352304,1.1556133,0.67234296,-0.26865178,-7.3871045,2
8340,-3.0988548,-1.7932249,10.754358,-5.668321,-0.41350046,3.4252152,-0.18082052,-4.5583034,-2.2387588,-4.265014,17.121496,-5.306755,1.8394966,0.856569,-1.6323112,-8.462333,2
8341,-2.2821455,-1.090837,10.756498,-5.632012,-0.37641183,3.0562944,0.8825592,-3.8307838,-2.360563,-3.6631966,15.1793375,-3.8202584,1.5040282,0.41118994,0.6007203,-7.650816,2
8342,-2.6840537,-1.6173874,10.202752,-5.946598,0.023572844,2.6593277,0.58250326,-3.566429,-2.9438188,-4.3583326,16.755646,-4.227084,1.7342772,0.047192488,-0.09017824,-8.124195,2
8343,-2.6681533,-1.3775712,11.096801,-5.616081,0.43108287,2.3134708,2.1561737,-2.9936862,-2.3234427,-3.3628728,14.110023,-3.8462658,1.4828262,0.5831381,0.22283715,-7.1091723,2
8344,-2.7341485,-1.8850564,10.198533,-6.231418,0.42041644,2.5329478,0.29055834,-3.101793,-2.5376976,-3.5856364,15.780863,-4.395975,1.6802406,0.43309093,-0.96352494,-8.049276,2
8345,-2.667658,-1.4700125,12.035542,-5.60161,1.01534,1.6266623,2.5276399,-3.3240607,-2.4839714,-3.136433,14.492969,-3.8634284,1.236123,0.23931153,0.7241372,-7.0646706,2
8346,-2.685006,-2.113146,9.63123,-5.367421,-0.49219322,2.5564823,0.73112696,-3.5825808,-2.6979766,-3.6266656,14.843954,-4.2839437,1.5987078,0.35411584,-0.12684993,-7.2653155,2
8347,-3.040854,-1.7601422,12.02674,-6.199374,1.2819128,2.0829084,2.2076435,-3.0376446,-2.8429942,-3.6855865,13.993183,-3.9171379,1.3811452,0.041259218,1.3602887,-6.942188,2
8348,-2.7425978,-1.7053703,9.670243,-5.5629115,0.009396669,2.095756,1.5172452,-3.2784977,-2.4998415,-3.0733988,14.373781,-4.157272,1.3566504,0.079257235,0.15111217,-6.9092298,2
8349,-4.0924277,-2.1419027,14.196155,-7.059151,1.4738709,2.887213,2.283687,-3.8805337,-2.65088,-3.0746555,12.186813,-3.4076228,1.1314741,-0.2726325,1.4318734,-6.286815,2
8350,-2.517014,-1.3796868,10.535357,-5.102401,-0.33611137,3.0281224,1.170503,-4.1770186,-2.6096678,-3.0472,13.273311,-3.7222972,1.4761189,-0.4383066,1.0913159,-5.8371577,2
8351,-3.602965,-1.9484504,13.778938,-6.5766973,1.6740708,2.5347521,1.6923804,-4.0887074,-2.4398916,-3.2423835,12.880434,-3.9334733,0.9081762,-0.18216161,1.7663336,-6.3273997,2
8352,-2.6079307,-1.0804148,11.933131,-5.4076037,0.83566564,1.8055257,2.8969133,-3.7077487,-2.394031,-2.8720732,12.749134,-3.7369554,1.1894646,-0.22429822,1.4350942,-6.07876,2
8353,-3.2418752,-1.8463502,13.244901,-7.0374713,1.2359941,2.4347432,1.9487038,-3.245554,-2.842375,-3.1871974,12.886406,-3.501158,1.4027292,-0.08774008,1.6554036,-5.966299,2
8354,-2.843801,-1.0275246,12.25811,-5.181346,0.6713916,2.151808,2.3680055,-4.0641956,-2.4874196,-2.6048553,11.094247,-3.142156,0.9598999,-0.32221192,2.014183,-5.3761177,2
8355,-4.1322865,-1.769865,13.329296,-6.4345393,1.3663542,2.7411792,1.4065243,-4.2958145,-2.822343,-3.2179325,12.46918,-3.2338827,1.2379451,-0.23581542,1.947628,-5.8707223,2
8356,-3.4124196,-1.2241344,13.281311,-5.60175,1.3724012,2.2742164,3.2117755,-4.1378307,-3.2804382,-3.8568907,13.5105,-3.9058628,1.4261425,-0.37090513,1.8000234,-6.820263,2
8357,-3.6230147,-1.1915582,13.048795,-5.5346584,1.1484923,2.1056616,2.8677278,-4.2291803,-3.0434456,-3.4188108,13.624634,-3.451172,1.8590548,-0.0986844,1.2835422,-6.4915504,2
8358,-3.516365,-1.953519,12.430941,-5.889846,0.78707856,2.1497903,2.0865119,-4.164789,-2.9842021,-3.1002119,11.868492,-3.3176782,1.3093458,-0.17813538,1.8009226,-6.4943204,2
8359,-3.6191168,-0.8800292,12.170666,-5.3604665,1.1950691,2.1550655,3.0596616,-3.7657385,-2.8460202,-3.6220982,13.751846,-3.5470366,1.2014382,-0.20146006,2.0428896,-6.67253,2
8360,-3.5486362,-1.3765845,12.469773,-5.977242,0.7656911,2.5561504,2.4173372,-4.161607,-2.7841887,-3.0524187,12.31254,-3.1050766,1.3005375,-0.16569394,2.0553787,-6.2176495,2
8361,-3.2184777,-0.79661626,12.601909,-5.6038156,1.1325136,2.0597076,2.8416095,-3.498178,-2.3380141,-2.8832543,12.222754,-3.2876894,0.96332383,-0.22308205,2.3801193,-6.2574387,2
8362,-3.7776027,-1.9290034,13.120391,-6.057811,0.95605534,2.314917,2.4150033,-4.2811046,-2.6533926,-2.9144657,11.525024,-3.318248,1.0957398,-0.21103843,2.3071644,-6.02573,2
8363,-3.037614,-1.0744549,12.541611,-5.501135,0.5822825,2.1028607,2.657376,-3.5971887,-2.9460719,-3.637873,12.296454,-3.101171,1.2193495,-0.06867757,2.4597702,-6.5464773,2
8364,-3.1530266,-1.5848936,10.746156,-4.85897,-0.23671839,2.581985,1.4024739,-4.4388094,-3.270434,-3.6959145,12.051595,-2.526467,1.2345779,0.09247398,2.571121,-6.470745,2
8365,-3.17001,-0.92249304,11.919088,-6.0164204,0.9368833,1.8637596,2.8117263,-3.072747,-2.6659389,-3.3102372,11.302365,-2.3271248,0.65341276,0.02413303,2.8673267,-6.4890885,2
8366,-3.1420827,-1.3984907,11.411099,-5.2672677,0.46038753,2.0988905,1.4084064,-3.7816808,-3.080189,-3.2229197,10.255668,-2.115407,0.8697344,-0.41748047,3.5474079,-5.8619676,2
8367,-3.885571,-1.4883941,12.773337,-6.311759,0.8770488,2.342734,1.7097594,-3.7095892,-2.8618577,-2.8667533,10.067784,-2.1757915,0.8716266,0.01812176,3.239743,-5.974589,2
8368,-3.374481,-2.300091,10.98714,-4.67011,-0.36038557,2.8506138,0.46807516,-4.264919,-3.7020276,-4.0253067,11.9520855,-1.8075415,1.1454434,0.3601207,2.7742631,-6.661268,2
8369,-3.3287573,-1.368334,11.599208,-6.225083,0.11011875,2.4617252,1.0111917,-3.4334152,-3.3634434,-3.48531,11.042899,-1.704094,1.1893086,0.07934361,3.1063852,-6.490707,2
8370,-3.5796142,-1.3523623,12.27882,-5.922609,0.7841875,2.4502566,1.2343915,-4.1675863,-3.2908568,-3.7420774,11.346774,-2.0966914,1.0942045,0.23198123,2.672009,-6.644985,2
8371,-3.3023195,-1.639538,11.595282,-5.6008945,0.49856836,2.2417922,1.0604762,-2.9600034,-3.2050889,-3.1325572,10.015324,-1.1852772,1.018334,0.14344122,3.1641095,-5.924372,2
8372,-3.616558,-1.5640332,12.929907,-6.048296,0.5777652,3.1364756,0.9479723,-4.009681,-3.511982,-3.973667,11.813771,-2.3257992,1.4676282,0.101743005,2.0218506,-6.671876,2
8373,-3.3992906,-1.6223092,11.055978,-5.9476357,0.015801731,2.6331108,0.8537656,-3.029365,-2.9130356,-3.4460227,11.669667,-2.3289826,1.0838981,0.38284233,2.2956023,-6.4173,2
8374,-3.015792,-1.6773846,11.5671625,-5.7594295,0.53606725,2.3450859,1.4957794,-3.4487321,-3.4275942,-4.223273,11.851545,-2.1367292,1.0448846,0.117422335,2.8008385,-6.603631,2
8375,-3.1789005,-1.5947301,11.857296,-5.8790536,-0.028686523,2.888196,0.8397474,-3.6260514,-3.850609,-4.363399,13.015941,-2.3257527,1.4767379,0.23317525,2.3039448,-7.0626044,2
8376,-3.3808858,-1.4993907,13.422481,-6.0954347,0.63797474,2.8784156,1.3188653,-4.0633507,-3.7098067,-4.2420573,12.489226,-1.6237969,1.5454499,0.14754994,2.816816,-6.86274,2
8377,-3.0668838,-1.2789323,12.071146,-5.9451995,0.0074650873,3.3179016,0.76039964,-3.9288373,-3.4142992,-4.483061,14.336763,-2.9860375,1.5933471,0.39284733,1.3706686,-7.528223,2
8378,-2.6138678,-1.2109878,11.435163,-5.349695,-0.11922735,2.9044805,1.661049,-3.809979,-3.00281,-4.155572,13.388602,-2.8240798,1.1803159,0.23122995,3.1041005,-6.6497045,2
8379,-2.9807882,-1.0782479,12.204626,-6.524305,0.233879,2.9949448,0.006151395,-3.694106,-2.752841,-3.742667,12.916837,-2.9115474,0.89716035,0.35462335,2.2844806,-7.0571547,2
8380,-3.3394096,-1.2982914,13.659266,-5.9088326,0.7144389,2.6339865,2.6621873,-3.9200335,-3.308148,-4.5245924,14.118624,-3.3558404,1.1445423,0.49438214,2.0029507,-7.3365355,2
8381,-3.7022414,-1.1554407,13.311875,-7.0042458,-0.19831493,3.7027948,1.911835,-3.834054,-2.746477,-3.700251,14.327428,-3.1055026,1.3049217,0.2417441,1.470284,-7.263741,2
8382,-3.243844,-1.1256647,12.511353,-5.4376693,0.4235715,2.5518382,3.6323109,-3.3492742,-2.498495,-3.4911506,12.979745,-3.7440724,1.0860641,0.6003095,1.5301082,-6.877381,2
8383,-2.7975383,-1.0943801,10.511245,-5.271749,-0.83010495,3.0358176,1.6960181,-3.8684688,-2.7825193,-4.350975,14.909357,-3.496177,1.2487918,-0.30839866,1.9204272,-7.490226,2
8384,-3.0572352,-0.9856175,11.358735,-5.7575884,0.76731855,1.6521919,3.5982635,-2.6514392,-2.3654208,-3.601562,13.393516,-3.7201018,1.0947547,0.20562696,1.9660302,-6.587886,2
8385,-4.0171447,-1.3295966,12.824144,-6.329665,0.983051,2.6719124,2.3944075,-3.8509593,-2.6224327,-3.8613012,15.22193,-3.3031752,1.6690433,-0.21147756,1.0830375,-7.0521283,2
8386,-3.3715923,-1.3531606,13.505502,-6.1317487,0.87093234,2.3625875,4.002394,-3.6449676,-2.134228,-3.3396645,12.236733,-3.4615366,0.9977678,0.12640256,2.2921672,-6.2835016,2
8387,-3.3465974,-1.550092,10.513152,-4.6364837,0.46310315,1.9761155,2.6175284,-3.377056,-3.0404997,-4.4700317,14.328111,-3.6865184,1.239538,-0.42066923,2.3820703,-6.989049,2
8388,-3.1397655,-1.7307706,12.445607,-6.2120748,0.9571618,1.6953195,3.5061438,-3.0546753,-2.6769416,-4.145251,14.308356,-4.0394325,1.1072092,-0.10527672,2.1545472,-7.2763376,2
8389,-2.0406058,-1.9059594,11.519572,-4.958526,0.26215068,2.7689571,0.37591353,-3.112539,-2.753865,-4.11214,12.855673,-3.5645602,1.4726148,-0.2989506,1.9417882,-6.580332,2
8390,-1.9075372,-2.981659,9.225402,-3.7797666,-0.49760395,2.5078485,1.1105145,-1.8377526,-2.441306,-3.5476358,13.724974,-3.743015,1.6295462,0.1759706,0.8851614,-7.342861,2
8391,-1.9287877,-1.2939341,10.260216,-4.619833,0.031077255,2.7929862,-0.0071582478,-2.1897838,-2.5536718,-3.3036005,13.135642,-3.3107617,1.5843022,-0.043727335,2.0728693,-6.1964617,2
8392,-2.203834,-1.3346101,10.278745,-4.771007,0.2979606,2.5936217,1.8124814,-1.7377126,-2.4018707,-3.5600579,15.359705,-4.373921,1.8740743,0.389113,0.1343362,-7.091923,2
8393,-2.9518273,-1.1864121,13.027359,-5.8922606,1.1994619,2.1213622,2.5955036,-3.28935,-2.2890313,-3.3711793,13.732385,-3.7553236,1.491799,-0.11601636,1.2112694,-6.715545,2
8394,-2.7283888,-2.0418696,11.913472,-5.998883,0.9640987,2.4739237,2.484718,-2.5822704,-2.8701146,-3.6245463,13.697417,-3.794173,1.9741993,0.48827147,0.51808643,-6.8195906,2
8395,-2.583831,-1.2389734,11.312312,-6.7436996,0.6655733,2.5641294,1.7103639,-2.2079554,-2.1067722,-2.6798408,11.707356,-3.0292282,1.5446136,0.1645483,0.9976599,-5.9651594,2
8396,-2.200606,-1.200474,9.244801,-4.9757404,0.36386424,2.468482,1.3169205,-2.392527,-2.4644566,-3.341648,10.78254,-3.5780218,1.3035382,0.5755666,1.8629441,-6.039492,2
8397,-2.7796185,-1.3445506,11.970331,-6.330264,0.31549528,3.0179975,0.44276512,-3.553806,-2.197968,-3.1236215,12.088834,-3.7114968,1.3751252,-0.08965009,1.0613776,-6.1493697,2
8398,-2.599952,-1.549375,9.776991,-5.0496817,0.08623825,2.9659324,1.576902,-2.0828424,-2.0299964,-2.8878586,11.636252,-3.7560978,1.3620576,-0.030154612,1.5896567,-6.187241,2
8399,-2.5573704,-1.6559857,9.469348,-4.8930297,-0.75061965,3.8440437,0.81546414,-2.865719,-2.6474595,-3.3412008,12.922596,-3.9666336,1.5534472,0.12692541,0.33229315,-6.6773415,2
8400,-2.6278722,-1.4589261,7.0072026,-3.3983173,-0.119884744,3.0653,0.8433795,-1.3890985,-1.4903786,-2.679386,13.073977,-4.209911,0.95218253,0.53262436,-0.04593505,-6.7345448,2
8401,-3.3470514,-1.1965642,10.2394905,-5.58451,0.050065007,3.9597313,-0.69129187,-2.853065,-2.3672256,-3.2872086,13.089099,-4.134874,1.7227029,1.1356075,-1.3882241,-7.216155,2
8402,-3.0828996,-1.4706323,7.784659,-4.925321,0.16563137,3.6676588,-0.23652005,-1.0167472,-1.0354202,-2.5852494,13.023614,-4.392017,1.3222135,1.5232717,-1.514213,-6.8007154,2
8403,-2.727261,-1.6075406,7.935795,-5.2222457,0.18389001,3.5872376,0.44724426,-0.42137486,-1.6354946,-3.0654776,13.408566,-5.1347604,1.4772913,2.2429893,-2.7045274,-7.5716877,2
8404,-3.0689747,-1.9384718,13.220675,-6.4632487,0.9378711,2.1400678,5.1310554,-2.7581584,-2.437044,-2.987056,9.897622,-2.2463546,0.9244519,0.3702556,1.7945666,-5.7326474,2
8405,-2.9703536,-1.5219318,12.668053,-6.5845175,1.1526287,1.7696903,4.147972,-2.6251948,-1.7012289,-2.6640983,10.743091,-2.7146285,1.2534627,0.058533765,0.8020935,-5.44334,2
8406,-3.4435976,-2.5100482,13.824675,-7.8143063,0.39719805,2.4548864,5.4100337,-3.109959,-2.2742603,-3.3258324,12.084257,-2.6471114,1.6187232,0.16129112,0.103852004,-6.4678774,2
8407,-3.1575356,-1.1996744,12.587964,-5.9658427,1.3117402,2.0762215,3.7458127,-3.4096136,-1.5526567,-2.462857,9.383318,-2.3423436,0.81888664,0.28874654,1.7185532,-5.2490735,2
8408,-3.8712919,-1.6545455,14.381804,-7.620562,0.69887936,2.7383466,4.4158654,-4.215399,-1.2592443,-1.9077475,10.184942,-2.8610682,0.89627653,0.31346247,0.74064636,-5.615315,2
8409,-3.1681502,-1.4042706,10.981148,-5.9013605,1.0218979,0.9463544,4.1105127,-2.4799442,-1.730646,-2.1428351,8.819382,-2.0644078,1.1312629,0.12156279,1.6241726,-4.7870812,2
8410,-3.5953007,-1.5002881,12.443038,-6.8838644,0.78953445,1.6329931,4.652827,-3.4002419,-1.7885901,-1.447805,8.772249,-1.7975904,1.8544618,0.108642355,0.88815403,-4.2710137,2
8411,-3.0246177,-1.3733289,12.27134,-6.2089806,0.8278374,1.5944444,4.329205,-3.266455,-1.9423425,-2.1771846,9.361863,-1.8805138,1.8480392,-0.035933763,2.104599,-4.0750074,2
8412,-3.1840632,-0.8317334,11.025099,-6.531992,1.2033459,1.7574748,3.5894868,-3.2421753,-1.7593518,-1.9439126,9.684297,-2.275169,1.4271208,0.12657444,1.8207335,-4.721895,2
8413,-2.486129,-0.85254663,11.876094,-6.7792664,1.1216825,1.5608896,3.3743074,-2.192074,-1.4304467,-1.6431484,8.573616,-2.2059379,1.1858264,-0.033722043,2.5835614,-4.277275,2
8414,-2.863963,-1.1726372,12.168016,-7.2767954,1.2466849,1.55275,3.0846589,-2.5588496,-1.4618506,-1.5389197,7.929598,-1.5796187,0.9979774,0.045212254,2.3220205,-4.0740976,2
8415,-2.5722752,-1.3919954,11.853951,-5.6019683,1.1306052,1.6064465,3.5554209,-2.6247025,-2.3772867,-2.9043427,10.238424,-2.1551836,1.3315752,-0.27715546,2.51108,-5.079632,2
8416,-2.7531934,-1.6130395,11.372282,-6.1809034,0.71050674,1.6350529,3.1182735,-2.608458,-2.2201788,-2.8235884,10.325056,-2.3491035,1.1069214,-0.36066824,3.0872433,-4.8460355,2
8417,-2.596904,-0.8434667,12.167114,-6.5820155,0.850655,1.8617744,3.03388,-3.0338404,-2.6157176,-3.4012902,11.38674,-2.0867317,1.1572669,-0.538928,3.4932218,-5.5641837,2
8418,-2.3994424,-1.1638472,11.4897,-6.2655015,1.0475416,1.267552,2.8180356,-2.3510952,-2.108382,-3.26816,11.326363,-1.9497093,1.144022,-0.44654825,3.4419467,-5.048466,2
8419,-2.33136,-1.1022716,11.036505,-6.354186,1.251119,1.623467,3.5213964,-2.064294,-2.3771958,-3.1104183,10.544541,-2.1522899,1.2793058,-0.05557458,2.8937757,-5.069638,2
8420,-2.1047027,-1.8245177,11.960087,-6.0050225,1.0045063,1.2202913,3.4638877,-2.3884964,-1.8049222,-2.7570398,9.677071,-1.656319,0.7592655,-0.18691637,3.7401705,-4.9775605,2
8421,-2.5247378,-1.5102634,11.173915,-4.7639327,0.28612027,1.7505264,3.3165874,-3.3499777,-1.7610441,-2.306759,9.40823,-2.5316405,0.9932734,0.0059540058,2.5671647,-4.650324,2
8422,-2.142334,-1.5198817,12.068905,-5.598345,0.97853756,0.9769843,3.5987756,-2.1930768,-1.40568,-2.5573132,9.474901,-2.485058,0.6448128,-0.12426479,3.1615565,-5.043619,2
8423,-2.7728636,-1.6789703,11.815057,-5.5056744,0.9011619,1.4958458,3.744563,-2.7442672,-1.5882764,-2.2287064,8.7347765,-2.1491408,0.8591641,0.2230597,2.7291703,-4.3659086,2
8424,-2.7827878,-2.0521493,12.317646,-6.553319,0.8685023,1.5784068,3.7086282,-2.3696225,-1.8236016,-2.774882,11.268941,-2.6553776,0.9526052,-0.3373766,2.7558432,-5.4341702,2
8425,-2.8734865,-2.1464417,11.534111,-5.2871966,0.69046193,1.4843956,3.346629,-2.6612287,-1.3570341,-2.3926501,10.397734,-2.6414797,0.6820793,0.08852317,2.2622879,-5.3161263,2
8426,-3.4909382,-1.8699083,13.059986,-6.205859,1.2677733,2.355302,2.1456041,-3.1340125,-1.6555841,-2.9897244,12.388636,-3.0217679,0.9736705,-0.3278414,2.226985,-5.8247375,2
8427,-2.0495722,-1.2858671,12.16364,-5.4805846,1.4002478,2.1752534,3.2884684,-2.2729406,-1.6444964,-2.6912422,10.947372,-3.1370814,0.7712111,-0.18891023,2.4784908,-5.2017827,2
8428,-2.5322456,-1.7162232,11.091754,-5.776836,0.7597124,2.105039,2.9579735,-2.1778724,-1.9134262,-3.4917269,12.783232,-3.380847,1.2684374,-0.24718203,1.9982727,-6.032111,2
8429,-2.1465929,-1.6530505,10.465583,-5.455167,1.3362565,1.6963121,3.028581,-1.491023,-1.2569394,-2.529949,11.536952,-3.4687667,0.9513412,0.08553365,1.0223807,-5.7277436,2
8430,-2.265844,-1.9886842,11.832817,-4.882507,0.49527255,2.3964765,3.424337,-3.0645435,-1.6662898,-2.69015,11.4134245,-3.2768624,1.1470526,0.10310327,1.5917002,-5.626873,2
8431,-2.5292928,-1.5415177,10.988032,-5.2536087,0.861288,1.6761184,3.3318806,-2.2815797,-1.4088534,-2.0790703,9.906654,-2.9486794,0.5214194,0.25034,2.2746797,-5.4608455,2
8432,-2.1725063,-1.0696328,11.238245,-5.159943,0.6788845,2.1890967,2.990585,-2.489664,-2.4092054,-3.5562801,12.682833,-3.6090004,1.1455984,0.07959771,1.8429368,-6.2838187,2
8433,-2.72386,-1.6275153,11.499505,-5.1193094,1.4981245,1.6864297,2.8112216,-1.8278236,-1.8751237,-2.7672312,11.906491,-3.1886153,0.71856636,0.28382325,1.635571,-6.4734325,2
8434,-2.1197858,-1.5522305,10.808525,-5.6423173,0.898773,1.7376747,2.8151424,-2.5273426,-2.0692883,-3.407988,12.235745,-3.6037648,1.043335,0.24133226,2.0338047,-6.170074,2
8435,-2.8467102,-1.739119,11.786499,-5.8566256,1.3889296,2.1349046,3.275313,-2.263053,-1.7973837,-2.9969068,12.902893,-3.3221815,0.5228568,0.0757266,1.7855469,-6.9846945,2
8436,-2.5251327,-1.1700408,12.642666,-6.4094143,1.2482972,2.7091503,3.6050746,-3.4398658,-2.4773977,-3.5684168,12.096402,-2.8140056,1.074455,-0.02057758,2.0931742,-6.42184,2
8437,-3.0487943,-1.822859,12.38461,-6.028326,1.7354867,1.8566715,3.6574602,-2.1404736,-2.0978575,-2.7262084,11.183422,-2.5340042,0.8837154,0.24053438,0.9084152,-6.1763463,2
8438,-3.5847366,-1.9480987,12.443123,-6.45294,0.93813795,2.5176244,3.2303114,-3.1953125,-2.9003525,-3.1951172,11.322393,-1.7128505,1.7139211,0.24167658,1.1300125,-5.6757517,2
