,r1,r2,r3,r4,r5,r6,r7,r8,f1,f2,f3,f4,f5,f6,f7,f8,label
4494,-4.503182,-2.408573,14.040384,-6.3690677,1.0614448,3.045722,2.1175113,-4.5411143,-2.7446043,-3.217016,13.069581,-2.6852975,1.5041255,0.161663,1.3296707,-7.2584014,2
4495,-4.9412994,-2.924029,13.783433,-6.4906316,1.0236231,3.2638934,1.6655337,-4.0197153,-2.2210777,-2.9521499,13.12821,-3.9423962,1.3569909,0.16867487,0.6071459,-6.810098,2
4496,-4.5963883,-1.5647372,14.744923,-6.907562,1.9713016,2.939848,1.9159608,-4.372214,-2.766801,-3.274581,13.374849,-3.3199806,1.7535512,0.5067641,0.63821644,-7.3477592,2
4497,-4.8075666,-2.111255,12.333196,-6.1515765,0.24266578,3.451041,1.208058,-4.579962,-2.5487635,-3.1051707,13.409779,-3.6571846,1.5516216,0.3147542,1.1118057,-6.9722753,2
4498,-3.9189415,-1.8527335,14.077384,-6.535008,1.391079,2.467701,2.7971091,-4.516125,-2.1470582,-2.6235745,12.000784,-3.236138,0.9237359,0.20170967,1.9825759,-6.4351635,2
4499,-4.4164286,-1.9065888,13.945628,-6.300202,1.1831566,2.7643754,2.8158152,-4.8366303,-2.4544127,-3.4120603,13.119794,-3.799058,1.0018219,-0.15490955,2.1879523,-6.824004,2
4500,-5.271904,-2.394604,15.068728,-6.963426,1.2170389,3.1168718,2.0851614,-4.746232,-2.612865,-3.5515172,13.615543,-3.8740861,1.2271063,-0.0045318073,1.7028072,-7.086519,2
4501,-5.299976,-2.2597346,13.811159,-6.3319545,1.3352902,3.2340448,1.1359466,-4.785502,-2.2328556,-3.09182,13.010821,-4.0992975,1.2317765,0.31660855,1.2561889,-6.8211484,2
4502,-5.368568,-2.4984908,14.39891,-7.0505433,1.2341914,2.9579575,1.8718758,-4.9964933,-2.5587132,-3.4562848,13.53695,-4.055084,1.1968935,0.12088748,1.7529345,-6.9749613,2
4503,-5.1415906,-2.3719914,13.642644,-6.6307044,1.9942856,2.7298033,1.7081537,-4.193857,-3.0328226,-3.9535885,14.21471,-4.0358033,1.1764336,0.11102411,2.0917027,-7.3794627,2
4504,-5.2203565,-2.3516653,13.179544,-5.9607563,1.3656577,2.9136567,2.140315,-4.168239,-3.1359692,-3.8995855,14.729954,-3.8642197,1.3595852,-0.18363914,2.05914,-7.4461255,2
4505,-5.7178955,-3.233797,15.084291,-7.0354376,1.9293808,3.9244344,0.7802962,-5.0265865,-2.684943,-3.047972,11.932834,-3.5643346,1.2327954,0.31086943,2.1082163,-6.48493,2
4506,-4.8514614,-2.8170123,12.549461,-5.300311,1.0437001,3.1452103,0.662556,-4.5094304,-2.6376486,-3.010411,11.822343,-3.7169433,1.3761537,-0.043550175,1.6292888,-6.065606,2
4507,-5.1460094,-2.7937574,13.59856,-6.2025905,1.7272116,3.0742054,1.5583102,-4.3695874,-2.8299804,-3.1871054,12.350155,-3.6036458,1.1771284,0.3180231,1.715609,-6.4401474,2
4508,-5.3880777,-2.846672,14.356095,-6.7540565,2.1973805,3.0881324,1.768275,-4.5294466,-2.5630155,-3.040205,12.426266,-3.3259683,1.1359218,-0.2954758,2.110746,-5.942013,2
4509,-5.094243,-2.5097544,14.774728,-7.1189566,1.8727651,3.4214997,1.2573646,-4.630582,-2.5072894,-2.9721208,11.094233,-3.1540754,0.8992595,0.061939463,2.8175435,-5.966183,2
4510,-4.3531814,-3.0184016,13.528118,-5.5882335,0.9728993,3.547278,1.1898625,-4.7540307,-2.3145025,-2.8073027,11.2438,-3.035608,0.8527931,-0.34870538,3.1434538,-5.5501432,2
4511,-5.0872035,-2.5655656,13.981619,-6.1108522,1.7503389,3.130425,1.7133431,-4.229948,-2.4112847,-2.953211,12.631139,-3.5782733,0.9912722,0.004004457,1.782095,-6.407044,2
4512,-4.608751,-3.0176237,14.311419,-6.505774,1.6431421,3.2275455,1.5539104,-4.966437,-2.837405,-3.124439,12.107238,-2.7259703,1.1786677,-0.21986,2.5974793,-6.402513,2
4513,-5.2909007,-1.9045898,16.665886,-7.0348153,3.0364783,3.1803007,2.6613216,-5.3702416,-2.2408648,-2.9557352,12.2656765,-3.1556957,1.0763228,-0.21191418,2.0641327,-6.2382793,2
4514,-5.259769,-3.057944,16.29639,-7.263555,2.3271,3.7286367,1.081519,-5.7913637,-2.3825145,-3.050871,11.619752,-2.7953947,0.8387586,-0.3087312,2.2983615,-6.4299426,2
4515,-4.732561,-1.807004,16.077974,-6.458131,2.1534007,3.4614522,2.817026,-5.3261113,-1.8764026,-2.1536117,11.258679,-2.9474885,0.8227685,0.31238702,1.5921367,-5.7993026,2
4516,-3.832635,-2.6240094,13.72218,-6.179608,1.4048623,3.5537593,1.3891245,-5.0410085,-2.7301142,-2.9664133,11.85211,-2.463012,0.8128709,-0.22882508,3.042845,-6.159294,2
4517,-4.0305533,-1.7122053,13.801182,-5.6549306,2.2325356,2.0784373,3.6351876,-4.1819963,-2.4651961,-2.9713526,13.169703,-3.2866845,0.9137646,-0.09362155,2.3382163,-6.406912,2
4518,-4.5832,-2.4218843,15.264192,-6.5461264,2.230175,3.350981,0.9347177,-6.35694,-2.4078712,-2.8077493,11.785691,-2.9515944,0.7046177,-0.38322103,2.2000551,-5.999624,2
4519,-4.0226507,-1.4575257,14.2572365,-5.696803,2.1986265,2.3923082,4.3245835,-5.043199,-1.542971,-2.3775494,13.104868,-3.651104,0.9451679,0.06922838,1.3267834,-6.257106,2
4520,-4.6676626,-1.8102186,15.036097,-5.9654384,1.7259362,3.3911483,1.8844411,-6.0310407,-2.044882,-2.1443915,9.506033,-2.480447,0.48640114,0.0015688809,2.6382363,-5.330942,2
4521,-4.469536,-1.9567194,15.084204,-5.996096,2.1977544,2.6865375,4.0407414,-5.004951,-2.3828733,-2.3545105,11.854941,-2.9541874,0.78503203,0.08145568,2.5515206,-5.5571547,2
4522,-4.0803647,-1.7316024,13.922198,-6.073673,2.142213,2.375965,2.1071014,-4.7919617,-2.0777433,-1.7529806,9.011418,-1.8268924,0.47891533,0.06851688,3.1960833,-5.198218,2
4523,-4.6480083,-1.9033417,14.628178,-6.0414095,1.9348979,3.0676608,2.6859999,-5.4024134,-2.8787854,-2.9639587,11.530996,-2.3948987,0.83123684,-0.026755609,3.2207265,-5.728185,2
4524,-4.9784484,-2.0505066,14.171775,-6.5791597,2.2947128,2.3395803,1.257427,-4.967932,-2.8831646,-2.4677105,9.168363,-1.3689846,0.7845543,-0.1496947,3.2711887,-5.5645995,2
4525,-5.080902,-2.0802643,14.351914,-5.8951964,1.6669681,2.716366,2.2566342,-5.760258,-3.006406,-3.1472163,11.483181,-2.6347806,0.86952055,0.13492118,2.6942823,-5.842627,2
4526,-4.559749,-1.7804555,15.05155,-6.334372,2.1769795,2.3751092,2.1629846,-5.112649,-2.7416003,-2.7863564,9.270049,-1.6678458,0.4306079,-0.16316041,3.3704631,-5.5369754,2
4527,-5.0880637,-1.7814355,15.276497,-6.9609923,2.3957853,2.6557527,1.0259191,-5.6302495,-3.6034613,-3.8132925,11.618261,-2.0889714,1.200974,-0.10912728,2.7828336,-6.5205555,2
4528,-4.9556336,-1.732824,14.518813,-5.9884853,1.6559228,2.8043664,1.6279124,-5.1079555,-3.447937,-3.1151457,8.667401,-0.85782963,0.87431246,0.0007676631,3.8492267,-5.7821646,2
4529,-4.4368367,-1.1710916,14.245984,-6.073052,1.2394464,2.9781263,0.37601623,-6.1410995,-2.9166129,-2.540732,10.648098,-2.705195,0.92793185,0.05637578,2.52414,-5.8577247,2
4530,-4.895591,-1.85008,15.025036,-5.8110785,1.791472,2.704707,2.0497842,-5.312138,-2.5736213,-2.4383414,9.341208,-1.437388,0.49563992,0.05864398,3.705824,-5.698636,2
4531,-4.79631,-0.8205516,17.484829,-7.0903444,2.7134414,3.200035,1.7132189,-6.273346,-2.7249904,-2.562782,10.230068,-2.5270429,0.99651897,0.21943854,2.3841724,-5.801758,2
4532,-5.3558445,-1.4654281,15.56624,-6.3831463,2.894028,2.6198015,1.316334,-5.1396003,-2.9329798,-2.7417748,9.750057,-2.0362267,0.87461096,-0.14148766,3.6000612,-5.7992334,2
4533,-5.1471057,-1.0025033,14.753269,-6.3460875,1.2791057,3.324428,-0.3063752,-5.5037327,-2.789772,-2.8756812,10.848557,-2.275596,1.2153515,0.19757988,2.5734425,-5.922306,2
4534,-5.0180492,-1.4171517,13.175906,-5.455952,1.5987971,2.346493,1.7452778,-5.2577286,-2.8431947,-2.6734333,10.378756,-2.2124217,1.0046581,-0.006595225,3.0504968,-6.0497875,2
4535,-5.1920047,-1.2709208,14.572632,-6.297292,1.6442007,2.9944007,0.9585152,-5.2732086,-2.7032838,-2.2741144,10.362691,-2.2604475,1.2107142,0.15593709,1.7736573,-6.0212584,2
4536,-5.1582007,-1.383416,14.849654,-5.941322,3.4410994,2.5578198,2.3287406,-4.3828535,-2.708645,-2.7272382,10.494912,-2.0644088,1.1728667,0.04797417,2.833172,-5.9255643,2
4537,-6.0610213,-0.9905903,16.688688,-7.6734643,1.9481721,3.4687114,1.0307556,-5.449273,-2.8522177,-2.4940498,10.347548,-1.3057333,1.2014935,0.070365846,2.3436844,-5.9835815,2
4538,-5.734021,-1.2523694,15.350893,-5.864803,2.888477,2.6056697,1.6624198,-5.3410897,-3.046757,-2.8053854,11.065478,-1.2441714,0.9038397,-0.28691304,3.647568,-6.2874556,2
4539,-5.3145313,-1.1107433,13.762307,-5.9286623,1.8226128,2.263438,2.8300467,-4.786519,-2.408749,-2.4176147,10.654411,-2.2838774,1.2829882,0.03803646,1.996223,-5.6952553,2
4540,-5.7659307,-1.7256086,13.718786,-5.7371626,2.7620373,1.6630148,3.0641892,-5.075932,-2.1197958,-2.258029,10.928073,-2.5540802,1.3751671,0.1861748,1.4720129,-6.0100193,2
4541,-5.100782,-1.320781,13.784148,-5.5421524,2.2894468,1.8686689,4.4511676,-4.169255,-2.8692048,-2.3965802,10.630697,-2.1064358,1.2230525,0.16811088,2.2309666,-6.3502746,2
4542,-5.745403,-1.6690526,13.72071,-6.049712,2.3824518,1.9204363,2.9171104,-4.8251195,-2.2921786,-1.2164125,10.398302,-2.2767708,1.0886662,-0.39330298,2.2973316,-5.8660293,2
4543,-3.9828105,-1.1473205,11.692254,-4.103481,1.7558066,1.29549,4.3731456,-4.0229483,-2.660401,-2.3520122,11.002992,-2.1067595,0.99351346,-0.08846189,2.3919458,-6.4923587,2
4544,-4.5683684,-1.9955564,11.324912,-4.8226466,2.1476645,1.1665138,2.9766161,-4.6869974,-2.4383938,-2.3677874,11.300775,-2.5790336,1.0446563,0.040684026,2.2003255,-6.089773,2
4545,-4.5750995,-1.6046573,12.611902,-5.340957,2.4873056,1.4672527,4.0870275,-4.0043516,-2.6113877,-2.97116,12.212122,-3.0347724,1.2636847,-0.11654168,1.8521322,-6.5989723,2
4546,-4.877838,-1.6645911,13.32315,-6.2779675,2.7038867,1.8126256,3.329808,-4.635576,-2.5740423,-3.0350142,12.874994,-2.7676604,1.3787411,-0.36136377,1.5881878,-6.796359,2
4547,-4.8265057,-1.2562971,14.402215,-6.3357997,2.8869622,1.8196887,3.9457576,-4.529058,-2.0839872,-2.201981,10.709203,-2.5828245,1.2122644,0.01590927,1.7428033,-5.927646,2
4548,-4.4643035,-1.5911272,12.083527,-5.326942,1.8735589,1.8892906,3.8434412,-4.8608866,-2.5433393,-3.1154423,12.3356695,-2.44577,1.0507549,-0.10033742,2.5109544,-6.447913,2
4549,-5.07094,-1.8937393,14.24391,-6.260083,3.1627848,1.4338144,4.6217012,-4.038773,-2.845271,-3.380419,12.865988,-2.8154802,1.3738781,0.329544,1.3723904,-7.288827,2
4550,-5.3065004,-1.9165134,13.601693,-6.4440904,2.4098625,1.6018436,4.1454043,-4.6792765,-3.2301514,-4.3141904,13.837339,-3.0683877,1.8402134,-0.17222385,1.6436175,-7.111103,2
4551,-5.4141693,-1.9165272,13.086224,-6.3084054,2.2755506,1.7166642,2.8816724,-4.1094437,-3.4437454,-4.217484,13.729636,-3.0689635,1.8309442,0.16473494,1.288117,-7.235925,2
4552,-4.5890017,-1.0699906,13.279466,-5.429578,2.4445071,2.0102975,3.9538584,-4.169984,-2.7868705,-4.0294514,12.866137,-2.8389082,1.7907908,0.019142855,1.129748,-6.5804253,2
4553,-4.1475053,-1.6214384,11.871002,-4.1225176,1.4915005,1.9057437,3.9901786,-4.5038567,-3.034691,-4.3084154,13.919202,-3.7661254,1.6277435,0.3897303,0.9174844,-7.381684,2
4554,-5.049522,-2.1450434,14.722739,-5.936087,3.0057244,1.6349877,4.6608205,-4.602227,-3.037555,-3.9411566,13.469849,-3.5025504,1.6015192,0.015127913,0.9936887,-7.1311216,2
4555,-4.856735,-1.04457,15.654908,-6.418682,2.7403758,2.5329978,3.1030407,-5.2177863,-3.5547721,-4.987772,13.382159,-2.6051784,1.4322933,0.5104265,1.4294413,-8.059236,2
4556,-5.1586895,-1.6001325,14.971797,-6.4542403,3.024362,2.2538593,2.054702,-5.014094,-2.764528,-3.5520427,13.24453,-3.5571315,1.558778,0.009711453,0.7851454,-6.829811,2
4557,-3.749917,-0.49035963,13.20204,-5.2852736,1.729984,2.6051452,2.7019453,-4.575622,-3.10123,-4.156461,12.975929,-3.5303674,1.0947411,0.022277746,2.427827,-7.1589394,2
4558,-4.688353,-1.8559374,14.262934,-6.1693015,2.815411,1.8612558,3.2724705,-4.8097715,-2.6031902,-3.6461756,13.703488,-3.926098,1.2568036,0.026877254,1.5383716,-6.7660584,2
4559,-3.9443882,-1.3366094,14.496701,-5.270235,2.4296014,2.14966,4.4296165,-4.24661,-3.5088403,-4.8304996,13.531003,-3.3838239,1.1427546,-0.012153043,2.388111,-7.9469934,2
4560,-4.9645805,-2.0609484,15.127631,-6.224019,2.7750833,2.5747886,2.8827648,-4.8330355,-3.133001,-3.9062674,13.122905,-3.6860435,1.6684144,0.040892087,1.0829417,-7.1294203,2
4561,-4.225979,-1.6499108,13.617906,-4.9489393,2.153762,1.9767202,3.93476,-3.894637,-3.3115876,-4.1653876,11.898117,-3.0181034,1.2656733,0.06445976,2.6558597,-6.9107337,2
4562,-3.7953527,-1.6637437,12.794499,-4.898875,1.709176,2.6231956,2.9199255,-4.873245,-3.4387116,-4.4071765,13.335411,-3.4071672,1.5557997,-0.043729633,1.8565527,-7.3619814,2
4563,-4.9890423,-1.5430745,16.367483,-5.9478893,2.8621926,2.701489,5.584534,-4.8025756,-3.770178,-4.48076,13.146912,-2.9008102,1.6764333,0.07734884,1.9402812,-7.1953073,2
4564,-5.443132,-2.0029325,16.176382,-7.007799,2.1518998,3.4689918,1.6762621,-5.8040175,-3.0132058,-3.4101565,12.496466,-3.1329725,1.4531294,0.06322149,0.76764536,-7.065856,2
4565,-3.8117185,-1.7280701,12.408293,-4.8204303,0.9697098,3.1776066,0.035598613,-4.0665984,-3.8659353,-4.651197,13.611133,-2.5202382,1.5218828,0.20418118,2.2527537,-7.452996,2
4566,-3.7691643,-1.770759,13.252566,-5.886643,1.3166441,3.9223075,-0.40414125,-4.919786,-2.2636082,-2.8653712,12.467582,-3.588405,1.0150172,0.22829227,0.4779333,-7.0474524,2
4567,-3.9495935,-1.5819678,13.444597,-6.189404,1.8908466,3.2617693,0.45305046,-4.7344413,-3.873871,-4.7755475,13.46703,-2.0575895,1.4271493,0.23365892,2.2369075,-7.574292,2
4568,-3.872289,-1.5733205,12.785999,-6.235131,2.0509899,3.222683,0.830323,-3.7703097,-2.5884092,-3.2123554,13.499977,-3.5811548,0.85270756,0.24103856,1.4863284,-7.539395,2
4569,-4.0136714,-0.649652,14.376368,-6.7730455,1.403007,4.072832,1.6000708,-4.076924,-2.5810409,-3.0855663,12.089415,-2.9011023,0.7619916,0.5257435,1.557085,-7.4129767,2
4570,-3.514852,-1.6113346,13.512472,-7.6125817,1.5394824,4.057905,0.237244,-3.5512264,-2.114041,-2.9267175,12.657253,-2.9295483,0.6370688,0.47431096,0.91160846,-7.791334,2
4571,-4.8660364,-2.155926,15.256184,-7.878659,2.0141954,4.453258,0.23061971,-4.601668,-2.7588236,-3.7330167,13.829096,-3.9062948,0.8348774,0.9218149,1.8678838,-7.7830267,2
4572,-4.0553455,-2.0755322,12.67796,-6.3083143,1.3002865,3.6859877,1.5841051,-3.2297986,-2.4004762,-3.4811466,13.757214,-3.442056,0.75586593,0.59652287,1.5235401,-7.9823284,2
4573,-4.7968254,-2.0849855,13.0659685,-6.276778,1.6310976,3.8190157,0.81595176,-3.4628055,-2.6331363,-4.3428316,15.014385,-4.2246933,0.9626629,0.45230573,1.656051,-8.102584,2
4574,-4.3239455,-1.713701,14.321895,-7.9560056,1.209316,4.5523286,1.4770005,-3.912118,-1.8234586,-3.6067035,15.137684,-4.4054966,1.0402489,0.43574882,0.47718185,-8.21418,2
4575,-4.4417486,-2.6362627,12.832463,-6.118389,0.8586351,4.4755583,0.00432034,-3.2474751,-1.8401532,-3.5989456,15.139336,-4.2209635,0.7295291,0.83588314,0.9794896,-7.9533305,2
4576,-4.186338,-1.6046876,12.860778,-6.113224,0.7729397,4.4828935,-0.1819583,-4.4782515,-1.4805167,-3.3759878,15.977656,-4.520245,0.85704106,0.734721,-0.29253983,-8.485406,2
4577,-3.8469288,-2.2225897,12.935852,-6.634389,0.55893075,3.844815,1.5085397,-3.1554468,-1.8645017,-3.4562638,15.199123,-4.083281,0.9143596,0.62989724,0.49626482,-7.674669,2
4578,-4.0599427,-1.8238535,12.881955,-6.0358353,0.38419652,3.7462537,1.9967365,-3.519165,-1.6840327,-3.5701838,15.138642,-3.9549549,1.4102743,0.56046396,-0.93254066,-8.367329,2
4579,-4.1522326,-2.5685315,15.249859,-7.4153547,0.8686576,4.381192,1.6519526,-3.971002,-1.5899838,-3.145931,13.049623,-3.3750303,1.0613351,0.65956944,0.415864,-7.2553535,2
4580,-4.0914073,-1.2408783,14.1212635,-5.804766,2.417843,2.507284,5.301476,-4.6430283,-2.2649972,-3.4471283,10.936415,-2.1337075,1.1409547,0.65459627,1.6341442,-6.511691,2
4581,-4.0449967,-0.6161769,13.275071,-5.3995843,1.9548464,2.6165714,2.9560568,-4.475365,-2.0891025,-3.1185417,10.727455,-2.3085892,1.0705421,0.586977,1.5816178,-6.1755857,2
4582,-4.6602154,-1.83502,13.57324,-5.318909,2.174471,2.5571992,4.3825173,-4.8866363,-2.2608004,-3.1056764,10.529339,-1.1755737,1.1975751,0.5882708,1.9870012,-6.3377304,2
4583,-4.320941,-1.2445428,13.755216,-5.145059,2.1734664,2.9354992,1.6633697,-4.881574,-2.0142787,-2.8617582,9.135141,-1.5948515,0.9752324,0.5211475,2.5212011,-5.407055,2
4584,-4.7431355,-1.8100474,12.423898,-5.3006945,2.50636,1.9050877,3.4462535,-3.9094672,-1.9259268,-2.6286538,10.068117,-1.1515219,1.0354024,0.46754763,1.767072,-6.0093684,2
4585,-3.890047,-1.1494794,12.802284,-5.6345725,2.6006858,2.0064902,2.2876604,-3.8043787,-1.8518295,-2.52617,9.101519,-1.6303817,1.1024777,0.5458997,1.9136901,-5.53651,2
4586,-4.801116,-1.7467982,13.01957,-5.222635,1.8203554,2.4797618,3.053272,-3.9616702,-2.0546236,-2.4273229,10.354207,-1.5892677,1.2039865,0.5012557,1.5492269,-6.265219,2
4587,-4.2435126,-1.4011207,13.564572,-5.3200984,2.9356513,1.9558098,2.976348,-3.6380851,-1.7307667,-2.1956275,9.495329,-2.04818,1.0778167,0.48301938,1.4702829,-5.465651,2
4588,-4.454294,-1.7444204,12.044919,-4.803479,1.9871494,2.2362356,2.5843916,-3.4120507,-1.6164721,-2.0946043,10.160864,-1.9721441,0.84119356,0.23258306,1.4908665,-5.875465,2
4589,-4.118234,-1.6166842,12.934367,-6.2440386,3.1535442,1.739865,2.1344066,-3.2307518,-1.7378912,-2.2175877,9.115405,-2.327407,0.7067256,0.33036014,1.8875788,-5.5857444,2
4590,-4.9558177,-1.615117,13.630641,-5.454614,2.358811,2.5601938,1.5196228,-4.0981426,-1.9851234,-2.2198534,9.850492,-2.281385,1.008051,0.06924651,1.4885281,-5.602387,2
4591,-5.1906962,-2.1632361,14.390488,-7.2487407,3.0384374,2.043078,0.9453136,-4.1376705,-2.2525709,-2.5856555,10.1556225,-2.124012,0.89364624,0.082677156,1.8048624,-5.8124156,2
4592,-4.994591,-1.985622,13.202591,-5.3879795,1.6939055,2.3124723,1.7001747,-4.6865125,-2.6303096,-3.1919386,11.644059,-2.5390468,1.0367589,0.011619705,2.2154202,-6.387715,2
4593,-4.795152,-2.3508298,13.935734,-6.8615103,2.9817684,1.9581442,1.152958,-4.379357,-3.5299153,-3.848761,12.285844,-2.6962233,1.5528119,-0.22733891,2.5265365,-6.527433,2
4594,-5.208116,-2.303296,13.221686,-6.015777,2.1039724,2.1334646,1.7629812,-3.9870849,-2.9645984,-3.4920347,11.071844,-2.8839538,1.277932,-0.25701296,2.245768,-6.253458,2
4595,-5.175697,-2.1643815,12.87804,-6.398544,2.1258879,2.181771,0.5098609,-4.194527,-3.0435061,-3.5956087,11.833093,-2.8548682,1.4111286,0.03499977,1.3364297,-6.2964745,2
4596,-5.214129,-2.1988719,12.769977,-5.514692,1.8449042,1.658114,2.5129778,-4.412003,-3.3887997,-3.8925338,12.631608,-3.1189466,1.5635536,-0.20746881,1.1584842,-7.088194,2
4597,-4.7332015,-2.118469,12.351561,-5.8097577,1.7853835,2.125443,1.5526755,-4.4922104,-3.3584979,-3.6610975,10.730004,-2.9773653,1.0172602,-0.36601248,2.9617934,-6.3405333,2
4598,-4.6799793,-2.0078487,13.113421,-5.7385645,2.130372,1.8875928,3.2019286,-4.2434607,-3.3318925,-4.186294,14.077867,-3.3331356,1.3669856,-0.098033115,1.5030203,-7.6144505,2
4599,-5.504654,-1.8277227,13.4759,-6.9279084,1.3907905,3.2103982,0.67450136,-4.4140987,-3.4113884,-4.0531597,13.304211,-3.7350452,1.2053754,-0.18963423,1.7650319,-7.636571,2
4600,-5.2916145,-1.9406855,13.119054,-6.0528936,1.4936482,2.0400927,3.1341367,-4.7580104,-3.4027555,-4.014527,13.169506,-3.1127763,1.2697915,-0.100807965,1.6919186,-7.2768493,2
4601,-4.802036,-1.7680949,12.290109,-5.9160194,1.0832119,2.700604,1.7654655,-4.4308586,-3.3251216,-3.6452305,11.802007,-3.3115833,1.2005854,-0.1088144,2.8891842,-6.6620746,2
4602,-5.0108905,-1.8107227,12.757262,-5.725091,1.4833249,2.511358,2.3580205,-4.621162,-4.101761,-4.1997313,12.884101,-2.335651,0.9072197,-0.14130132,3.8467028,-7.3428087,2
4603,-5.1344967,-2.1413383,12.913726,-5.860324,1.6336466,2.294621,1.5659213,-4.8078985,-4.273534,-4.0882483,12.452578,-2.8870318,1.5022444,0.08876391,3.386842,-7.1674585,2
4604,-4.446652,-1.1674081,11.945325,-5.592068,1.5337554,2.1462176,2.735362,-3.8907712,-3.7477942,-4.1405973,12.804492,-2.8166134,0.98609674,-0.21097514,3.1341286,-7.212336,2
4605,-4.5033655,-1.5985178,12.031975,-5.539682,1.3740435,1.8792237,2.774284,-3.988914,-3.448643,-3.4285703,11.441598,-2.7276497,1.2712156,-0.08066141,2.9579823,-6.6064014,2
4606,-3.6722417,-0.9149842,11.016154,-4.2183766,0.9645979,2.2300587,2.9980829,-4.064807,-3.6333597,-3.4699392,11.585771,-2.1316144,0.81560826,-0.093962744,3.9036164,-6.7884493,2
4607,-4.4194303,-1.8863745,12.232127,-5.3306036,1.4960521,2.0941396,2.8420272,-4.1155453,-3.4439614,-3.7806084,12.423378,-2.8479218,1.2527976,-0.28142133,3.1287405,-6.892834,2
4608,-4.423862,-1.1901585,12.68263,-5.6091714,2.1054182,1.5909771,3.3352005,-3.7568438,-3.632465,-4.141093,12.547116,-2.6326838,1.2803557,-0.11637688,2.694482,-7.0766163,2
4609,-4.3817706,-2.188255,11.370662,-6.065204,0.66418386,2.2116508,2.8396144,-3.064466,-3.6808903,-3.874347,13.935549,-3.064771,1.5178868,-0.25400814,2.2296722,-7.2365746,2
4610,-4.294312,-1.22936,11.746905,-5.267776,1.4398036,1.6249263,2.7910151,-3.712761,-3.98345,-4.287628,12.708751,-2.0301323,1.2192571,-0.10443559,3.7090955,-7.3371754,2
4611,-4.5625405,-2.0039556,11.539755,-5.7696567,1.1040627,2.3213902,2.7401497,-3.148014,-4.2678885,-4.4684978,14.182042,-2.913538,1.6810869,-0.11684616,2.7662723,-7.5355115,2
4612,-4.6828637,-1.9116483,13.112472,-6.0674205,2.19004,2.0729294,2.7823827,-3.8318994,-4.4158564,-4.85187,14.626697,-2.5172086,1.8069844,-0.16839182,2.8376026,-7.7624555,2
4613,-4.464501,-2.2944152,11.668713,-5.805118,0.9828718,2.2794876,2.2937653,-3.398252,-4.1018314,-4.0675783,14.4516945,-3.3026977,1.8838699,0.017515931,2.2724876,-7.628304,2
4614,-4.9837685,-2.226066,13.906207,-6.183082,2.016681,2.1818209,2.473297,-4.548382,-3.6225023,-3.8146324,13.01766,-2.2724144,1.3536193,0.0790424,3.3656611,-7.1040535,2
4615,-3.6739914,-1.9155061,10.314386,-4.7980857,0.32157502,2.2903368,1.5709555,-3.702911,-3.5724938,-3.4005823,12.752228,-2.7479708,1.0986326,-0.27897078,3.5099213,-6.9965105,2
4616,-5.066311,-2.50558,13.788701,-6.449523,2.5851102,1.7749102,2.5807376,-4.030538,-4.078051,-4.428788,14.243897,-2.4221854,1.1814897,-0.14277917,3.6661997,-7.7337704,2
4617,-4.379055,-1.5531324,13.879182,-6.544335,1.7148608,2.6148853,2.1072695,-4.251771,-3.0979395,-3.3982565,11.571868,-2.3662727,0.80949175,-0.22597541,3.6069899,-6.370066,2
4618,-4.68523,-2.3170426,12.368534,-5.841603,2.1976564,1.6728348,2.558134,-3.5289605,-3.5270424,-4.0859036,13.356444,-2.1707797,1.2736965,-0.0031090667,3.0610106,-7.017473,2
4619,-4.4145746,-1.9190196,12.234738,-6.6278934,1.2843932,1.8928257,2.7332067,-3.1229823,-2.629755,-2.7499416,10.410508,-2.3151891,0.7937482,0.051302966,3.278577,-5.8675933,2
4620,-4.495058,-2.4320312,11.724437,-6.034992,1.3241658,2.3090827,1.1407841,-3.6615841,-3.204577,-3.3719304,11.546754,-1.9079596,1.1202431,0.102138214,3.1644714,-6.4358463,2
4621,-4.609628,-2.3473308,13.09431,-7.1059313,1.508793,1.8952389,1.8126957,-4.001582,-3.1576376,-3.6459997,12.490151,-2.351407,1.1273177,-0.07077735,2.8001554,-6.6062107,2
4622,-4.61794,-1.6509559,12.308674,-6.1199365,1.6259646,2.2293293,2.0114238,-4.0469375,-3.2420504,-3.6856186,12.404441,-2.3408175,1.1304891,-0.09953043,2.9413867,-6.7034616,2
4623,-4.0909724,-2.0136821,11.739899,-6.613623,0.88340616,1.9941024,2.1882112,-3.3062708,-2.7207613,-2.827975,11.161231,-2.5786614,0.8964446,-0.0843095,3.3685303,-5.8629384,2
4624,-4.3138175,-1.2742321,11.629972,-5.762259,1.5534033,2.1949859,0.25932488,-4.437291,-2.698634,-2.9489079,11.462105,-2.3596458,0.711288,-0.23148145,3.402232,-6.0298705,2
4625,-3.9613647,-1.8972538,11.779992,-6.193302,1.4251835,1.8582903,1.4427276,-3.4945276,-2.8171508,-2.478374,9.924902,-1.8252345,0.854802,-0.26893714,3.4741955,-5.2948675,2
4626,-4.3394423,-1.3214608,12.591094,-6.138272,1.8051641,1.8884928,1.4994773,-4.4220734,-2.5794525,-3.3088331,10.976938,-2.8201225,0.7566409,-0.38464674,3.273152,-6.1835628,2
